annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2021-2022,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,15969,1556,653,4.4386920492,13690,1.2643233301,12099,658,502,2.3932861072,9846,1.4345515946,3870,437,69,10.833360393,3844,0.82830161,898,151
2021-2022,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,20321,2322,1268,6.246022109,15100,3.4158820456,16297,1111,796,5.2003861311,11126,3.9109793127,4024,313,18,10.48079585,3974,2.0297591987,1211,472
2021-2022,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,20709,2114,1547,7.7215406211,15876,4.1717398204,16660,1115,1119,5.7459545985,11837,4.9107969127,4049,921,150,15.850279356,4039,2.005803004,999,428
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,4298,13,205,8.345138695,3620,1.4236617557,4131,12,194,8.4033092606,3453,1.4429464717,167,7,3,6.9062009315,167,1.0249184963,1,11
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,8128,1141,348,3.4285224259,6563,1.8893417644,7046,808,271,2.9089662377,5604,2.0024263423,1082,33,4,6.8118800062,959,1.2285221875,333,77
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2783,357,140,3.3097099453,2692,1.1949342703,2299,255,128,3.1405242618,2217,1.2311445647,484,0,0,4.1133419421,475,1.0259274854,102,12
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,10666,785,316,2.5288504229,5403,2.0112217492,7939,524,144,1.6328091279,2803,2.169448904,2727,37,1,5.1374576254,2600,1.8406407051,261,172
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,10003,707,517,4.0439508703,8949,1.88213919,9094,493,429,2.97122703,8049,1.9810913019,909,140,38,14.77590973,900,0.9971774691,214,88
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,6679,927,228,3.336045233,5956,1.2602837941,5913,644,195,2.7224855309,5195,1.30782681,766,31,8,8.0723096171,761,0.9357293035,283,33
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,15907,2375,1250,10.87024383,13959,3.5672381419,11603,986,786,5.6709870532,9665,4.1021827614,4304,1379,720,24.886734627,4294,2.3631767195,1389,464
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,15914,1927,1184,10.63171191,12590,3.1464227562,10385,726,456,4.2822741401,7203,3.3571924892,5529,1408,709,22.557722262,5387,2.864600891,1201,728
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,4422,699,88,1.6278532841,3270,0.7859259259,4007,550,72,1.2939932895,2934,0.8043469287,415,9,2,4.8514123159,336,0.6250710979,149,16
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1249,187,70,3.2650509296,1198,1.5791655073,1231,181,69,3.1946473057,1180,1.5845722693,18,0,0,8.0798765432,18,1.2247222222,6,1
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,9163,1614,371,3.835008367,8363,1.8035326571,6864,1005,289,3.010525123,6179,1.9006647066,2299,67,8,6.2966234111,2184,1.5287254528,609,82
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,10943,1826,463,5.2866927615,9727,1.8389049096,9067,1128,370,3.5951249341,7860,1.9932829375,1876,255,20,13.462303364,1867,1.1889792001,698,93
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,10928,1645,484,4.9726568092,9610,1.563923257,8700,905,344,3.4995612069,7397,1.7809790005,2228,174,1,10.724870337,2213,0.8384097756,740,140
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,10305,1560,449,4.3595659604,9199,1.5471191917,8324,855,332,2.4516829516,7234,1.5962297254,1981,260,82,12.376334343,1965,1.3663224484,705,117
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,12372,2086,601,8.5112201387,11190,2.2559160212,8983,957,276,4.2532740856,7814,2.5322753676,3389,1062,346,19.797478443,3376,1.6162620129,1129,325
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,12461,1529,374,3.4262521289,10899,1.1381401199,10431,1036,212,2.3222399046,8878,1.2119776414,2030,110,2,9.099134647,2021,0.8137811315,493,162
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,12209,750,187,2.2991226418,10391,1.3485360194,11398,663,169,2.2184456094,9582,1.4076513544,811,0,0,3.4329781477,809,0.6483590853,87,18
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,24730,3600,837,4.2672269286,22718,1.3932752296,18786,1677,398,2.4645530359,16780,1.6263008376,5944,294,2,9.964574127,5938,0.734775785,1923,439
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,30650,5129,1639,6.4379144009,25510,2.0399868243,20911,1771,721,3.5563383041,15799,2.4994794853,9739,1136,35,12.625062749,9711,1.2924299763,3358,918
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,27547,4290,857,5.7894036253,24399,1.3714603854,21127,2058,423,3.7602853116,17980,1.5609583333,6420,777,22,12.4668464,6419,0.8406653857,2232,434
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,60901,10334,3774,6.71325594,52212,1.0211890253,42439,3687,1834,2.6567741805,33752,1.2766863939,18462,4269,584,16.037978581,18460,0.5540412905,6647,1940
2021-2022,10,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,68609,11118,4352,8.4179448032,52927,2.819525363,45341,3309,1285,4.8783485942,29726,3.5863187763,23268,4106,291,15.315350326,23201,1.8370805976,7809,3067
2021-2022,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,50705,8242,3609,9.2537517558,42461,2.342876993,32112,2255,2518,5.2529734558,23987,3.0094813394,18593,4539,660,16.163502349,18474,1.4773449773,5987,1091
2021-2022,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,57174,8988,3260,10.583712551,38600,4.5247973086,38794,3020,1167,6.3891691656,20300,5.8992197455,18380,6179,642,19.436983285,18300,3.0001647693,5968,2093
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,15583,1842,629,8.179651686,13182,3.132760709,12818,999,420,5.0985397488,10426,3.4709588475,2765,926,301,22.46308489,2756,1.85335077,843,209
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,10776,1232,622,6.3160656397,9581,2.3506783971,8298,637,307,3.3337658673,7144,2.483114385,2478,529,166,16.302798292,2437,1.9624458578,595,315
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,22579,3552,1456,12.48711396,17784,3.997762127,14957,1341,446,6.8979937487,10238,5.0340758829,7622,2691,910,23.454900762,7546,2.591748314,2211,1010
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,13018,1737,743,8.7747120653,10582,3.3200859688,9955,862,432,6.0405954015,7574,3.6272761714,3063,753,183,17.66081438,3008,2.5465957447,875,311
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,36302,6637,2111,12.057371762,25915,3.2428035565,21438,1732,715,6.0123431523,11119,4.9554575002,14864,4993,1396,20.775975324,14796,1.9557665735,4905,1396
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,41308,6817,3935,16.220920914,29620,4.5575678408,24576,2101,1199,7.5086081611,12988,6.3225698936,16732,7236,3373,29.01758588,16632,3.179270182,4716,2736
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,58013,9506,4842,9.8088789055,32986,4.7352260134,40751,3558,2144,5.5893232613,15734,5.8047442375,17262,5643,659,19.770129749,17252,3.7598144821,5948,2698
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,47566,6925,2980,9.2413842229,36059,2.710934202,34170,2546,1195,4.8751153546,22726,3.3328626292,13396,4031,1564,20.378694407,13333,1.6508617924,4379,1785
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,37011,6398,2206,9.1452279953,27440,3.2254310415,27536,2658,1150,4.7298205581,17983,3.8777841882,9475,3144,1067,21.977170918,9457,1.9849460423,3740,1056
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,42710,7768,2523,12.520414163,31476,3.6814472402,20957,2019,728,4.9538504106,9937,4.8786271566,21753,6156,2674,19.810097266,21539,3.1291292668,5749,1795
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,24877,4041,1315,9.1343070686,20597,2.6225688881,16358,1581,420,5.0769766917,12155,3.2725900407,8519,2146,517,16.92510532,8442,1.6866523862,2460,895
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,30226,5273,1729,14.279445961,23617,2.3616205135,19108,1418,498,7.3649038797,12499,3.3067752087,11118,4642,1708,26.163154369,11118,1.2990653295,3855,1231
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,14717,1490,274,6.3227600545,12102,3.6000502672,12363,827,215,4.4607568956,9763,3.1502570647,2354,558,53,16.101836118,2339,5.4774897867,663,59
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,27238,5539,2215,15.438436702,22340,2.2023736944,17001,1520,1442,4.6667730493,12182,2.9890561667,10237,3689,2269,33.327374258,10158,1.2589433069,4019,773
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,16793,2872,781,5.1725087503,13907,2.2832766273,12339,1168,460,3.3675548397,9497,2.5361078352,4454,134,5,10.172806528,4410,1.7388008944,1704,321
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,8766,1190,228,3.3141064593,7899,1.436053544,7628,798,178,2.5338631431,6778,1.524415429,1138,58,1,8.544067809,1121,0.9017833779,392,50
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,8057,895,172,1.6745143974,7370,0.7979594829,7564,739,153,1.3537530113,6885,0.8057484467,493,10,0,6.5958919315,485,0.6873883162,156,19
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,12633,1854,346,4.0239312603,11104,1.7290358079,7018,616,204,3.1486619328,5699,1.9537396912,5615,34,2,5.1179010092,5405,1.4921093638,1238,142
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,14737,2385,572,4.7477005723,13034,2.6993551907,11076,1135,306,4.2026880442,9467,3.054895661,3661,55,1,6.3965830526,3567,1.7557326418,1250,266
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,10769,1697,268,3.8793334004,9632,1.4935713709,8652,899,134,2.4267155635,7525,1.6529594315,2117,127,8,9.8160596756,2107,0.9243282972,798,134
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,13318,1996,340,3.405948716,12357,1.4220791184,10831,1029,183,2.5424104422,9889,1.5336928799,2487,11,1,7.1666978287,2468,0.9748552584,967,157
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,25577,4293,1224,5.744803491,19550,2.6219288292,18448,1690,746,4.2050288348,12475,3.0800980628,7129,361,12,9.7293402924,7075,1.8140615234,2603,478
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,27371,3770,970,5.2177806701,21276,3.0125200017,21121,1855,434,3.9151811783,15151,3.2207315982,6250,257,15,9.6197332889,6125,2.4974809977,1915,536
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,42586,6317,2600,7.6873844169,36422,2.5641655074,25112,1793,832,3.950723647,19107,3.3893967743,17474,2603,427,13.057364116,17315,1.6535276895,4524,1768
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,16663,2540,551,4.5218587423,14986,1.8834821389,14023,1583,300,3.0495657531,12368,2.0228967452,2640,365,90,12.342299874,2618,1.2248572914,957,251
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,15638,1744,457,5.1786596574,14239,2.6551603967,12614,813,278,3.9535988892,11247,2.8920356046,3024,171,26,10.288751102,2992,1.7647407903,931,179
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,19103,2496,1163,5.4540592664,17109,2.2029442269,13456,1016,382,3.2753228424,11546,2.3958928296,5647,569,98,10.645679122,5563,1.8024796273,1480,781
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,20134,3376,975,8.1716624863,15798,4.1412994964,12552,1079,326,5.0850141633,8484,4.5121748127,7582,975,88,13.281608378,7314,3.7110962993,2297,649
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,59561,4196,5411,8.1289524139,48147,2.0113735885,34087,862,1784,4.7928398493,22752,3.0065181083,25474,2904,924,12.593036146,25395,1.1197993371,3334,3627
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,45476,7314,5428,10.828671381,40659,1.7129800085,25751,2303,1423,4.1470616567,21002,2.1516785438,19725,5425,1527,19.55151711,19657,1.2442642005,5011,4005
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,26637,5870,702,8.1258024552,21362,2.0999494169,19070,2360,249,3.7600455194,13825,2.4982954591,7567,2079,629,19.128179192,7537,1.3692695664,3510,453
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,31732,7353,994,10.647329151,25732,2.0828946232,19437,2147,471,4.2704176742,13472,2.7812409277,12295,4032,1056,20.728502666,12260,1.3155111474,5206,523
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,15278,3921,810,8.3461890554,13760,1.6221180556,7613,999,286,3.4368362961,6163,1.862427885,7665,1096,40,13.222236356,7597,1.427168802,2922,524
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,34368,2194,418,3.3648035964,22739,2.1472242989,31196,1847,335,3.2007914921,19632,2.276500017,3172,0,0,4.9778305836,3107,1.3303781783,347,83
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,10752,1812,293,4.5322309286,8235,2.0712528166,8635,1111,124,2.9909311266,6133,2.3402690817,2117,185,22,10.819015903,2102,1.286344751,701,169
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,13502,1737,294,3.263458644,10921,1.7313632756,10805,875,188,2.5305557612,8285,2.0089996982,2697,44,7,6.1996898818,2636,0.8587465225,862,106
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,16494,1975,280,4.2938701784,12935,2.3030328351,13354,1033,162,3.3254293761,9830,2.6564236747,3140,119,11,8.4125193737,3105,1.1842463768,942,118
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,14713,1571,220,3.9484749881,10739,2.1879212321,12822,964,163,3.2425864833,8906,2.3772654203,1891,86,11,8.7347798049,1833,1.267954325,607,57
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,11434,1821,335,5.7455122636,9367,1.940482812,9085,1035,192,3.4720803522,7035,2.2485366422,2349,394,89,14.53824488,2332,1.0111694778,786,143
2022-2023,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,21296,6746,475,8.2392077412,20110,1.969325239,10892,2210,245,4.0281928378,9733,2.4903320034,10404,1148,1,12.647740452,10377,1.480652324,4536,230
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,17331,2230,379,5.7878358625,13459,3.8831941245,14772,1242,254,4.9824758552,10915,4.3434212602,2559,131,22,10.436830793,2544,1.9085953878,988,125
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,18511,1818,460,5.9093409924,13633,4.2827502914,15901,940,315,4.936551597,11063,4.5719017094,2610,252,47,11.83590198,2570,3.0380490705,878,145
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,11692,937,200,2.3005943047,8862,1.9210214022,10842,804,166,2.1948752536,8022,2.0021825397,850,0,0,3.6490718954,840,1.1459325397,133,34
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,9746,1423,508,5.9487184201,8210,2.9816101638,7354,766,261,4.0918619497,5875,3.2386371158,2392,240,21,11.657465278,2335,2.3349149417,657,247
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,26489,4919,1739,8.0672962257,20700,2.8660896404,16376,1284,342,4.7390628392,10663,4.0057033928,10113,1481,192,13.456710834,10037,1.6553990513,3635,1397
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,32654,4338,1880,8.9008376122,23790,3.8202630657,20072,1261,515,6.3454153243,11592,5.0888328157,12582,1913,92,12.977489668,12198,2.6147162103,3077,1365
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,28589,4743,1629,6.4952297115,22990,2.195319825,17201,1439,342,3.705620878,11785,2.8049682977,11388,1161,61,10.708793247,11205,1.5541143587,3304,1287
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,46414,9966,2657,11.065609754,34207,3.616088934,25942,2158,733,5.7087026936,13981,5.4077856655,20472,5488,1010,17.853851399,20226,2.3775982783,7808,1924
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,11735,1845,340,6.4894366331,9628,3.4293316946,9392,1050,191,4.8691889078,7310,3.7995398237,2343,320,43,12.984258074,2318,2.2618504937,795,149
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,14738,974,351,2.8865674145,12114,2.0608531451,11912,558,262,2.725139332,9330,2.2227876027,2826,0,0,3.5670102029,2784,1.5181633142,416,89
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,17957,3419,606,7.0243714924,15083,2.7756932934,13193,1505,335,4.0492007546,10395,3.0966654642,4764,903,348,15.26354604,4688,2.0639813235,1914,271
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,14606,1459,425,6.277750677,11367,4.4079634761,12933,910,319,5.6234999613,9717,4.7128447566,1673,140,19,11.335386365,1650,2.612489899,549,106
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,37192,4695,759,8.9825016133,31108,2.925180018,20148,854,308,6.0571661373,14068,4.8631113165,17044,2467,211,12.440590041,17040,1.3252494131,3841,451
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,37573,7032,4550,10.808069624,30909,2.8768492456,18520,1462,879,5.4639848812,11894,4.5901000504,19053,4180,1051,16.00265575,19015,1.8052002805,5570,3671
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,21976,3274,706,9.8515692624,17119,3.863333382,15804,1155,296,5.4682016156,11026,4.4308722313,6172,1823,700,21.075603982,6093,2.8363050951,2119,410
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,30352,4936,1766,11.284379713,22546,4.8052377485,20696,1668,674,7.2721469259,12961,6.2543621677,9656,3181,682,19.883920907,9585,2.8457070654,3268,1092
2022-2023,10,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,51714,7257,4215,13.970996249,39855,3.099965953,31077,1923,1573,7.4223675601,19373,4.9044656223,20637,8315,2331,23.832494226,20482,1.3931711042,5334,2642
